Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,14750,2,263.34,176.15,6.1847,81.39,1.20E+06,15.252,2.25E+05,29.952,4.42E+05,34.689,5.12E+05,
1,1,2,9792,2,244.82,227.32,5.2816,91.62,8.97E+05,15.046,1.47E+05,46.129,4.52E+05,49.739,4.87E+05,
1,1,3,5470,2,210.13,272.46,6.0709,117.58,6.43E+05,25.435,1.39E+05,29.34,1.60E+05,32.386,1.77E+05,
1,1,4,16858,2,272.01,279.66,8.6246,72.986,1.23E+06,18.821,3.17E+05,39.683,6.69E+05,27.927,4.71E+05,
1,1,5,9232,2,177.24,236.69,10.521,130.68,1.21E+06,26.867,2.48E+05,31.999,2.95E+05,58.94,5.44E+05,
1,1,6,12580,2,317.7,170.25,14.52,104.31,1.31E+06,6.5588,82510,37.239,4.68E+05,42.7,5.37E+05,
1,1,7,11069,2,171.16,289.24,15.834,106.48,1.18E+06,31.571,3.49E+05,29.784,3.30E+05,57.971,6.42E+05,
1,1,8,8097,2,214.58,151.11,17.68,98.818,8.00E+05,30.177,2.44E+05,30.283,2.45E+05,53.684,4.35E+05,
1,1,9,12738,2,368.43,222.82,18.596,97.791,1.25E+06,14.655,1.87E+05,39.516,5.03E+05,37.831,4.82E+05,
1,1,10,4460,2,326.7,248.91,16.553,135.82,6.06E+05,10.435,46542,50.443,2.25E+05,27.747,1.24E+05,
1,1,11,9392,2,171.51,184.1,18.784,124.83,1.17E+06,7.6569,71914,14.983,1.41E+05,7.5703,71100,
1,1,12,5915,2,249.11,324.51,18.553,104.21,6.16E+05,23.172,1.37E+05,25.537,1.51E+05,26.228,1.55E+05,
1,1,14,4719,1,349.14,160.94,21.807,91.305,4.31E+05,110.84,5.23E+05,14.988,70729,6.4929,30640,
1,1,15,9284,1,387.93,192.56,25.672,90.869,8.44E+05,73.712,6.84E+05,26.909,2.50E+05,5.7372,53264,
1,1,16,6638,2,186.91,325.83,24.259,87.105,5.78E+05,21.392,1.42E+05,19.839,1.32E+05,21.158,1.40E+05,
1,1,17,8063,1,328.1,213.62,23.585,87.805,7.08E+05,67.202,5.42E+05,46.033,3.71E+05,5.6732,45743,
1,1,18,3971,2,140.15,252.53,23.634,125.57,4.99E+05,9.7547,38736,14.921,59251,14.186,56333,
1,1,19,5630,2,294.61,322.89,28.171,107.43,6.05E+05,21.251,1.20E+05,29.031,1.63E+05,33.723,1.90E+05,
1,1,20,4764,2,221.87,341.55,27.628,118.81,5.66E+05,19.747,94077,34.508,1.64E+05,38.512,1.83E+05,
1,1,21,12054,1,312.44,156.9,28.623,83.74,1.01E+06,16.876,2.03E+05,74.309,8.96E+05,5.6911,68600,
1,1,22,3114,1,383.15,230.38,27.936,80.472,2.51E+05,60.373,1.88E+05,57.372,1.79E+05,5.7672,17959,
1,1,23,9234,1,355.91,191.42,31.29,107.96,9.97E+05,20.181,1.86E+05,51.083,4.72E+05,4.8404,44696,
1,1,24,3507,2,143.66,236.46,29.508,144.42,5.06E+05,9.144,32068,12.935,45364,14,49098,
1,1,25,11233,2,145.03,302.63,31.097,99.579,1.12E+06,21.907,2.46E+05,21.576,2.42E+05,40.289,4.53E+05,
1,1,26,11460,2,273.47,126.86,34.181,101.32,1.16E+06,48.558,5.56E+05,36.506,4.18E+05,44.314,5.08E+05,
1,1,27,7273,2,381.02,128.57,31.919,106.27,7.73E+05,4.8342,35159,31.356,2.28E+05,44.995,3.27E+05,
1,1,28,6711,1,338.97,128.75,33.871,93.862,6.30E+05,47.761,3.21E+05,16.517,1.11E+05,5.0125,33639,
1,1,29,10847,2,195.95,133.9,34.709,86.321,9.36E+05,18.755,2.03E+05,31.803,3.45E+05,41.227,4.47E+05,
1,1,30,3817,1,331.21,166.04,34.865,88.397,3.37E+05,71.021,2.71E+05,23.837,90985,5.5863,21323,
1,1,31,8948,2,141.01,190.87,37.315,93.164,8.34E+05,15.835,1.42E+05,39.347,3.52E+05,45.983,4.11E+05,
1,1,32,5754,1,382.14,159.04,37.079,85.383,4.91E+05,42.072,2.42E+05,36.36,2.09E+05,5.5257,31795,
1,1,33,10456,1,368.04,245.69,36.141,98.34,1.03E+06,40.785,4.26E+05,36.952,3.86E+05,5.1429,53774,
1,1,34,4674,2,337.88,296.59,37.968,113.7,5.31E+05,7.6906,35946,35.087,1.64E+05,19.508,91182,
1,1,35,7698,2,413.68,190.33,40.589,109.59,8.44E+05,4.0108,30875,22.723,1.75E+05,38.48,2.96E+05,
1,1,36,10484,1,340.51,225.25,40.156,102.91,1.08E+06,12.323,1.29E+05,45.536,4.77E+05,4.4402,46551,
1,1,37,6979,1,314.99,159.15,41.406,104.28,7.28E+05,15.285,1.07E+05,79.719,5.56E+05,4.9335,34431,
1,1,38,5049,1,301.63,225.23,42.529,80.607,4.07E+05,11.351,57309,10.495,52990,4.2181,21297,
1,1,39,6830,2,176.58,333.74,41.048,80.492,5.50E+05,23.951,1.64E+05,17.176,1.17E+05,20.809,1.42E+05,
1,1,40,2512,1,361.17,196.18,40.838,77.86,1.96E+05,55.141,1.39E+05,25.732,64639,5.1915,13041,
1,1,41,11470,2,324.09,107.54,47.396,119.49,1.37E+06,8.6772,99527,19.632,2.25E+05,32.239,3.70E+05,
1,1,42,8839,2,390.82,252.72,47.57,110.13,9.73E+05,4.1416,36608,19.828,1.75E+05,36.483,3.22E+05,
1,1,43,8200,2,238.61,344.44,49.085,127.96,1.05E+06,5.6701,46495,12.597,1.03E+05,6.808,55826,
1,1,44,10325,2,128.85,244.47,50.417,94.446,9.75E+05,10.978,1.13E+05,23.41,2.42E+05,32.135,3.32E+05,
1,1,45,4427,1,294.36,136.02,47.577,80.775,3.58E+05,49.275,2.18E+05,22.777,1.01E+05,5.0027,22147,
1,1,46,8132,1,374.65,233.57,51.522,95.647,7.78E+05,45.227,3.68E+05,12.714,1.03E+05,4.7041,38254,
1,1,47,10911,2,150.88,311.17,52.505,84.604,9.23E+05,15.658,1.71E+05,20.678,2.26E+05,38.971,4.25E+05,
1,1,48,13108,1,295.92,162.45,54.017,83.493,1.09E+06,28.321,3.71E+05,23.346,3.06E+05,4.3699,57281,
1,1,49,2731,1,392.46,187.02,51.936,111.39,3.04E+05,3.3479,9143,27.984,76423,5.4123,14781,
1,1,50,2761,2,255.2,125.44,53.511,145.02,4.00E+05,3.4886,9632,18.054,49848,18.92,52237,
1,1,51,9080,2,388.64,149.72,54.48,99.513,9.04E+05,6.2126,56410,17.481,1.59E+05,22.536,2.05E+05,
1,1,52,12823,1,342.44,214.68,56.132,82.434,1.06E+06,28.837,3.70E+05,31.371,4.02E+05,4.4369,56895,
1,1,53,2400,1,361.2,132.31,53.742,91.01,2.18E+05,54.072,1.30E+05,15.084,36202,4.9425,11862,
1,1,54,8795,2,343.5,277.21,56.661,105.46,9.28E+05,2.0094,17673,13.706,1.21E+05,4.9934,43917,
1,1,55,7101,2,403.11,194.95,57.403,87.738,6.23E+05,4.1781,29669,23.416,1.66E+05,14.247,1.01E+05,
1,1,56,2925,2,284.07,125.61,59.407,136.63,4.00E+05,4.1244,12064,17.371,50811,18.298,53521,
1,1,57,8267,2,292.52,320.93,62.67,59.511,4.92E+05,3.9408,32579,24.874,2.06E+05,20.425,1.69E+05,
1,1,58,13051,2,236.43,153.46,63.851,68.118,8.89E+05,20.171,2.63E+05,21.049,2.75E+05,26.337,3.44E+05,
1,1,59,8571,1,328.46,172.7,63.364,63.873,5.47E+05,55.632,4.77E+05,16.199,1.39E+05,5.2688,45159,
