Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,9005,2,177.68,213.36,7.0962,55.77,5.02E+05,7.217,64989,23.631,2.13E+05,7.2167,64986,
1,1,2,9093,2,259.74,229.97,6.1546,59.553,5.42E+05,11.975,1.09E+05,17.449,1.59E+05,7.5079,68269,
1,1,3,5757,1,246.58,190.95,7.5286,57.205,3.29E+05,26.426,1.52E+05,29.462,1.70E+05,5.2989,30506,
1,1,4,7445,1,212.8,225.51,7.9909,52.177,3.88E+05,13.315,99128,19.732,1.47E+05,6.5835,49014,
1,1,5,7809,2,279.51,179.42,9.2217,58.893,4.60E+05,16.537,1.29E+05,23.167,1.81E+05,5.8675,45819,
1,1,6,6069,1,195.32,179.71,7.4503,53.778,3.26E+05,25.835,1.57E+05,26.275,1.59E+05,4.7954,29103,
1,1,7,11313,2,180.3,257.51,8.7971,44.348,5.02E+05,11.302,1.28E+05,15.909,1.80E+05,5.2513,59408,
1,1,8,17459,2,296.54,248.76,16.63,26.583,4.64E+05,3.4588,60387,7.2032,1.26E+05,2.9388,51309,
1,1,9,10695,1,245.84,283.96,11.82,42.574,4.55E+05,11.69,1.25E+05,17.112,1.83E+05,6.2071,66385,
1,1,10,8242,2,196.01,300.15,14.08,50.221,4.14E+05,14,1.15E+05,18.861,1.55E+05,5.1586,42517,
1,1,11,7671,2,149.73,191.03,17.631,56.9,4.36E+05,6.5793,50470,18.455,1.42E+05,5.9194,45408,
1,1,12,5650,1,212.56,259.82,16.733,59.618,3.37E+05,35.184,1.99E+05,33.125,1.87E+05,6.865,38787,
1,1,13,17550,2,317.44,187.42,13.476,26.5,4.65E+05,3.5251,61865,7.9153,1.39E+05,3.5367,62069,
1,1,14,12980,1,224.25,166.67,17.887,57.79,7.50E+05,28.751,3.73E+05,22.444,2.91E+05,5.1648,67039,
1,1,15,4207,1,268.24,214.21,17.689,72.897,3.07E+05,23.409,98481,23.271,97899,5.9358,24972,
1,1,16,9033,2,192.36,121.56,20.469,54.361,4.91E+05,7.3986,66832,21.406,1.93E+05,6.1511,55563,
1,1,17,6468,1,241.01,245.79,20.549,61.901,4.00E+05,23.592,1.53E+05,17.573,1.14E+05,5.7446,37156,
1,1,18,7859,2,246.23,324.86,22.034,57.073,4.49E+05,14.441,1.13E+05,19.419,1.53E+05,6.319,49661,
1,1,19,8995,2,270.2,130.17,23.303,51.58,4.64E+05,14.102,1.27E+05,17.744,1.60E+05,6.2819,56506,
1,1,20,9378,2,304.76,153.61,24.383,55.73,5.23E+05,9.7615,91543,13.353,1.25E+05,6.0499,56736,
1,1,21,6961,1,171.25,271.65,23.087,58.941,4.10E+05,34.384,2.39E+05,30.635,2.13E+05,6.7722,47141,
1,1,22,9396,1,185.71,156.51,25.825,77.24,7.26E+05,12.82,1.20E+05,19.45,1.83E+05,4.9,46040,
1,1,23,6259,1,230.35,124.34,25.371,57.645,3.61E+05,28.974,1.81E+05,12.136,75958,5.7484,35979,
1,1,24,6312,1,205.06,206.81,24.255,57.969,3.66E+05,17.712,1.12E+05,16.985,1.07E+05,5.3367,33685,
1,1,25,7224,2,127.58,220.58,24.845,44.683,3.23E+05,15.587,1.13E+05,18.331,1.32E+05,4.9075,35452,
1,1,26,7308,2,320.78,277.6,22.769,48.713,3.56E+05,7.5672,55301,16.813,1.23E+05,3.9546,28900,
1,1,27,5145,1,213.45,300.15,26.129,56.128,2.89E+05,33.061,1.70E+05,26.656,1.37E+05,4.3893,22583,
1,1,28,9932,2,292.18,330.7,28.133,42.623,4.23E+05,9.9641,98963,19.73,1.96E+05,5.1893,51540,
