Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,6161,2,218.79,223.61,5.4683,213.45,1.32E+06,32.825,2.02E+05,31.195,1.92E+05,5.6226,34641,
1,1,2,11626,2,245.13,294.86,6.6117,141.71,1.65E+06,24.756,2.88E+05,60.572,7.04E+05,6.8425,79551,
1,1,3,9394,2,173.14,196,12.74,194.68,1.83E+06,14.097,1.32E+05,30.597,2.87E+05,5.4745,51427,
1,1,4,12453,2,184.08,262.26,12.55,159.13,1.98E+06,26.456,3.29E+05,55.508,6.91E+05,6.408,79799,
1,1,5,14720,2,273.27,329.08,11.516,112.4,1.65E+06,16.582,2.44E+05,40.68,5.99E+05,4.7414,69793,
1,1,6,8309,1,224.73,262.47,12.912,146.36,1.22E+06,70.784,5.88E+05,57.714,4.80E+05,5.6293,46774,
1,1,7,11022,2,289.39,253.32,16.187,150.89,1.66E+06,15.048,1.66E+05,52.408,5.78E+05,6.2451,68834,
1,1,8,5107,1,236.35,312.17,13.844,152.16,7.77E+05,90.154,4.60E+05,49.858,2.55E+05,7.439,37991,
1,1,9,11954,1,202.91,333.48,17.987,122.03,1.46E+06,127.82,1.53E+06,24.797,2.96E+05,7.1635,85632,
1,1,10,8497,1,248.17,249.21,20.208,137.16,1.17E+06,28.521,2.42E+05,52.22,4.44E+05,4.8246,40995,
1,1,11,18018,2,156.35,310.89,22.124,125.68,2.26E+06,15.795,2.85E+05,42.841,7.72E+05,4.8085,86639,
1,1,12,5292,1,274.87,290.02,19.466,150.03,7.94E+05,87.8,4.65E+05,45.352,2.40E+05,6.2088,32857,
1,1,13,9574,2,244.81,206.86,22.979,146.55,1.40E+06,12.821,1.23E+05,27.568,2.64E+05,7.3235,70115,
1,1,14,9123,2,210.62,196.62,25.582,153.78,1.40E+06,13.533,1.23E+05,24.161,2.20E+05,6.9148,63084,
1,1,15,14516,2,145.48,267.57,27.52,124.58,1.81E+06,47.526,6.90E+05,36.518,5.30E+05,4.7891,69519,
1,1,16,5837,1,193.63,280.25,24.155,119.33,6.97E+05,31.456,1.84E+05,36.228,2.11E+05,19.56,1.14E+05,
1,1,17,6407,1,230.57,282.16,24.496,132.91,8.52E+05,60.657,3.89E+05,24.644,1.58E+05,9.2568,59308,
1,1,18,10650,2,304.1,307.35,26.592,145.43,1.55E+06,12.467,1.33E+05,37.911,4.04E+05,5.3763,57258,
1,1,19,8660,1,250.86,316.37,24.179,124.21,1.08E+06,90.512,7.84E+05,37.254,3.23E+05,7.5523,65403,
1,1,20,7370,1,270.65,339.96,27.142,126.94,9.36E+05,84.975,6.26E+05,32.689,2.41E+05,6.6539,49039,
1,1,21,7953,1,216.73,340.68,28.547,126.94,1.01E+06,17.407,1.38E+05,61.989,4.93E+05,22.916,1.82E+05,
1,1,22,10217,2,228.54,375.64,30.115,132.2,1.35E+06,12.065,1.23E+05,40.041,4.09E+05,4.6738,47752,
1,1,23,7114,2,179.73,212.13,30.771,150.49,1.07E+06,11.773,83752,16.985,1.21E+05,5.8882,41889,
1,1,24,8042,2,312.3,263.19,32.854,157.64,1.27E+06,13.638,1.10E+05,30.331,2.44E+05,5.0897,40931,
1,1,25,8134,2,205.07,175.52,34.934,151.42,1.23E+06,12.774,1.04E+05,30.28,2.46E+05,5.4393,44243,
