Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,13073,2,255.3,259.09,6.445,167.45,2.19E+06,32.588,4.26E+05,27.04,3.53E+05,3.4782,45470,
1,1,2,21787,2,278.02,221.19,13.323,98.776,2.15E+06,22.806,4.97E+05,25.061,5.46E+05,4.3538,94856,
1,1,3,22371,2,224.31,212.93,16.318,92.08,2.06E+06,29.856,6.68E+05,19.521,4.37E+05,3.4149,76394,
1,1,4,13906,2,220.15,287.5,14.255,153.79,2.14E+06,34.4,4.78E+05,18.066,2.51E+05,2.9904,41584,
1,1,5,11833,2,218.6,313.97,23.217,181.12,2.14E+06,53.137,6.29E+05,33.277,3.94E+05,3.7604,44497,
1,1,6,19368,2,261.62,167.51,26.364,97.525,1.89E+06,25.251,4.89E+05,26.396,5.11E+05,3.6096,69911,
1,1,7,23887,2,265.65,343.22,20.481,94.685,2.26E+06,27.662,6.61E+05,12.391,2.96E+05,2.194,52407,
1,1,8,13608,1,235.8,241.45,28.572,110.34,1.50E+06,70.759,9.63E+05,44.055,6.00E+05,3.2882,44746,
1,1,9,18994,2,168.67,223.73,32.993,101.24,1.92E+06,30.996,5.89E+05,30.492,5.79E+05,3.0082,57137,
1,1,10,8265,2,310.65,213.22,32.066,197.73,1.63E+06,16.119,1.33E+05,22.471,1.86E+05,3.0279,25026,
1,1,11,13372,1,240.27,297.3,34.684,109.21,1.46E+06,49.019,6.55E+05,28.956,3.87E+05,3.2906,44002,
1,1,12,13231,1,266.21,222.71,34.231,106.08,1.40E+06,39.541,5.23E+05,33.435,4.42E+05,2.4869,32904,
1,1,13,11911,1,196.39,273.6,36.18,124.42,1.48E+06,50.153,5.97E+05,31.425,3.74E+05,3.0131,35889,
1,1,14,15833,2,217.17,165.02,40.863,99.915,1.58E+06,31.602,5.00E+05,23.395,3.70E+05,2.8925,45797,
1,1,15,11670,2,305.3,306.41,39.551,131,1.53E+06,52.161,6.09E+05,30.952,3.61E+05,2.7422,32001,
1,1,16,16443,2,185.65,324.46,44.196,108.89,1.79E+06,18.711,3.08E+05,25.767,4.24E+05,3.0301,49824,
1,1,17,13012,1,226.65,201.26,43.874,102.37,1.33E+06,33.82,4.40E+05,32.03,4.17E+05,3.6482,47470,
1,1,18,12930,2,245.33,343.71,42.39,121.06,1.57E+06,43.717,5.65E+05,21.651,2.80E+05,3.5913,46435,
1,1,19,14969,1,194.58,251.93,46.694,98.315,1.47E+06,47.175,7.06E+05,36.334,5.44E+05,2.5603,38325,
1,1,20,14459,2,249.7,247.52,48.508,101.93,1.47E+06,39.518,5.71E+05,21.524,3.11E+05,2.8304,40925,
1,1,21,16707,2,301.31,248.43,51.608,94.486,1.58E+06,19.329,3.23E+05,25.821,4.31E+05,2.8347,47360,
1,1,22,14925,1,218.37,305.91,50.17,88.991,1.33E+06,27.532,4.11E+05,34.468,5.14E+05,3.0503,45525,
1,1,23,10356,2,237.81,379.56,51.111,175.08,1.81E+06,21.215,2.20E+05,9.1253,94502,2.383,24678,
1,1,24,15134,2,288.75,349.11,53.69,92.073,1.39E+06,38.496,5.83E+05,28.169,4.26E+05,2.348,35534,
1,1,25,18986,2,265.81,211.05,56.701,71.453,1.36E+06,34.713,6.59E+05,18.022,3.42E+05,2.8933,54932,
1,1,26,14685,2,288.91,293.36,61.866,75.671,1.11E+06,23.847,3.50E+05,19.806,2.91E+05,1.8151,26655,
1,1,27,11510,2,249.52,322.69,61.988,97.851,1.13E+06,34.288,3.95E+05,26.149,3.01E+05,2.3786,27378,
1,1,28,19070,2,234.29,256.08,62.394,69.339,1.32E+06,25.283,4.82E+05,17.153,3.27E+05,2.186,41687,
