Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,1,1,4901,2,267.39,304.14,4.5297,148.15,7.26E+05,88.436,4.33E+05,20.57,1.01E+05,13.651,66905,23.809,1.17E+05,
1,1,2,7664,2,268.41,238.03,5.5883,152.88,1.17E+06,88.525,6.78E+05,21.815,1.67E+05,16.579,1.27E+05,22.408,1.72E+05,
1,1,3,4645,2,244.23,182.41,9.8816,96.027,4.46E+05,95.02,4.41E+05,28.382,1.32E+05,21.715,1.01E+05,23.589,1.10E+05,
1,1,4,4938,2,246.2,285.31,11.144,165.43,8.17E+05,87.436,4.32E+05,20.777,1.03E+05,16.839,83150,22.31,1.10E+05,
1,1,5,2792,2,231.6,327.21,10.957,110.58,3.09E+05,93.369,2.61E+05,23.676,66103,18.664,52109,25.122,70140,
1,1,6,4671,2,203.01,333.39,10.528,98.544,4.60E+05,97.098,4.54E+05,26.919,1.26E+05,35.999,1.68E+05,25.24,1.18E+05,
1,1,7,4398,2,228.44,234.17,12.827,132.61,5.83E+05,96.584,4.25E+05,21.73,95568,22.592,99358,22.569,99257,
1,1,8,2684,2,215.66,310.4,11.014,107.62,2.89E+05,94.122,2.53E+05,23.978,64356,20.673,55486,23.505,63088,
1,1,9,5378,2,222.12,356.09,12.983,107.22,5.77E+05,92.509,4.98E+05,24.951,1.34E+05,19.506,1.05E+05,23.87,1.28E+05,
1,1,10,3246,2,189.93,354.59,13.511,104.48,3.39E+05,95.829,3.11E+05,27.176,88214,27.899,90561,26.751,86834,
1,1,11,7376,2,235.28,156.9,17.013,80.041,5.90E+05,95.411,7.04E+05,27.021,1.99E+05,22.753,1.68E+05,33.467,2.47E+05,
1,1,12,5595,1,225.22,198.67,16.629,106.49,5.96E+05,95.522,5.34E+05,37.423,2.09E+05,19.162,1.07E+05,23.533,1.32E+05,
1,1,13,1898,2,287.62,161.32,16.2,175.96,3.34E+05,82.135,1.56E+05,20.959,39781,10.507,19942,20.952,39766,
1,1,14,1778,2,289.43,210.41,15.017,134.91,2.40E+05,84.269,1.50E+05,22,39116,20.643,36703,22.727,40409,
1,1,15,4735,2,283.92,287.15,17.482,146.7,6.95E+05,84.562,4.00E+05,17.369,82243,13.522,64027,21.35,1.01E+05,
1,1,16,1900,1,296.17,187.8,16.871,141.3,2.68E+05,81.809,1.55E+05,53.657,1.02E+05,15.368,29199,27.21,51699,
1,1,17,1352,1,253.01,212.68,14.439,92.323,1.25E+05,93.845,1.27E+05,34.918,47209,22.604,30561,24.54,33178,
1,1,18,7391,2,205.86,299.8,18.189,92.689,6.85E+05,93.318,6.90E+05,22.702,1.68E+05,30.943,2.29E+05,23.913,1.77E+05,
1,1,19,2182,2,282.52,234.63,16.005,136.83,2.99E+05,86.472,1.89E+05,21.327,46535,19.68,42942,23.16,50536,
1,1,20,6988,2,257.09,333.53,20.109,92.196,6.44E+05,86.509,6.05E+05,22.868,1.60E+05,23.117,1.62E+05,24.853,1.74E+05,
1,1,21,2285,1,255.32,224.11,18.877,107.42,2.45E+05,88.288,2.02E+05,37.368,85386,15.141,34598,23.561,53836,
1,1,22,1194,2,225.6,282.82,19.528,112.73,1.35E+05,90.59,1.08E+05,25.198,30087,31.46,37563,24.82,29635,
1,1,23,4286,2,197.41,326.64,20.619,96.576,4.14E+05,95.871,4.11E+05,21.558,92397,23.268,99726,23.572,1.01E+05,
1,1,24,2728,2,216.76,380.88,19.835,79.863,2.18E+05,86.431,2.36E+05,26.778,73051,19.04,51941,23.383,63789,
1,1,25,2658,2,204.78,230.59,21.922,126.6,3.37E+05,97.169,2.58E+05,18.157,48260,29.027,77154,22.927,60940,
1,1,26,4030,2,209.65,259.67,22.415,125.79,5.07E+05,94.096,3.79E+05,20.31,81850,20.941,84391,22.948,92479,
1,1,27,8375,2,187.96,370.16,23.712,82.201,6.88E+05,91.03,7.62E+05,26.314,2.20E+05,33.483,2.80E+05,26.022,2.18E+05,
1,1,28,531,1,252.92,181,18.008,76.096,40407,92.962,49363,35.849,19036,15.981,8486,25.422,13499,
1,1,29,5037,2,248.87,368.88,23.057,85.408,4.30E+05,85.966,4.33E+05,25.543,1.29E+05,21.028,1.06E+05,26.893,1.35E+05,
1,1,30,2629,1,243.99,170.58,23.135,93.46,2.46E+05,91.127,2.40E+05,29.458,77445,24.059,63250,42.056,1.11E+05,
1,1,31,4283,1,260.28,207.46,22.438,91.703,3.93E+05,89.002,3.81E+05,31.906,1.37E+05,15.405,65978,23.479,1.01E+05,
1,1,32,4417,2,199.63,160.86,24.909,87.038,3.84E+05,101.18,4.47E+05,20.496,90533,24.593,1.09E+05,34.897,1.54E+05,
1,1,33,1596,2,307.99,170.82,24.389,171.65,2.74E+05,78.201,1.25E+05,16.257,25946,9.6454,15394,21.733,34686,
1,1,34,3116,1,225.72,145.97,26.376,75.786,2.36E+05,95.02,2.96E+05,22.235,69285,22.016,68603,67.59,2.11E+05,
1,1,35,1345,1,224.34,188.36,25.113,102.99,1.39E+05,93.28,1.25E+05,26.378,35478,22.004,29595,36.886,49611,
1,1,36,879,1,228.02,231.05,23.281,118.44,1.04E+05,93.896,82535,29.621,26037,26.089,22932,25.274,22216,
1,1,37,3727,2,282.12,271.06,26.109,116.28,4.33E+05,84.145,3.14E+05,19.963,74403,15.239,56797,23.42,87286,
1,1,38,6203,1,214.72,220.08,28.911,116.89,7.25E+05,95.861,5.95E+05,29.137,1.81E+05,16.419,1.02E+05,22.29,1.38E+05,
1,1,39,2481,1,291.76,198.02,27.667,115.03,2.85E+05,80.991,2.01E+05,32.785,81339,17.309,42944,32.349,80258,
1,1,40,4938,2,271.56,332.4,27.791,85.065,4.20E+05,84.891,4.19E+05,23.749,1.17E+05,38.275,1.89E+05,25.478,1.26E+05,
1,1,41,2390,1,240.09,237.67,29.155,94.657,2.26E+05,92.518,2.21E+05,33.166,79267,21.038,50280,23.527,56229,
1,1,42,2511,2,193.04,299.08,28.851,102.59,2.58E+05,96.365,2.42E+05,20.51,51500,22.603,56756,23.225,58318,
1,1,43,2705,2,168.14,323.77,30.19,107.38,2.90E+05,100.39,2.72E+05,20.954,56681,17.637,47707,24.413,66036,
1,1,44,2852,1,283.07,186.62,30.911,77.661,2.21E+05,85.182,2.43E+05,19.568,55809,16.282,46437,84.388,2.41E+05,
1,1,45,2320,1,234.36,184.5,30.589,89.811,2.08E+05,94.771,2.20E+05,16.907,39225,16.858,39110,95.608,2.22E+05,
1,1,46,2817,2,309.38,204.87,31.626,88.569,2.50E+05,79.541,2.24E+05,21.465,60467,15.336,43202,22.174,62464,
1,1,47,2423,1,248.64,167.25,31.061,74.916,1.82E+05,91.543,2.22E+05,18.689,45283,17.652,42770,84.168,2.04E+05,
1,1,48,1947,2,187.73,203.4,32.006,100.39,1.95E+05,102.92,2.00E+05,17.351,33782,17.18,33450,21.985,42805,
1,1,49,649,2,290.1,243.49,30.186,107.26,69614,87.746,56947,21.407,13893,19.949,12947,23.31,15128,
1,1,50,3072,2,195.75,385.37,31.411,74.87,2.30E+05,83.949,2.58E+05,25.551,78492,15.435,47417,23.682,72752,
1,1,51,5892,1,204.48,179.09,32.516,85.999,5.07E+05,97.925,5.77E+05,17.975,1.06E+05,18.668,1.10E+05,87.59,5.16E+05,
1,1,52,4541,1,244.59,216.74,32.374,121.55,5.52E+05,89.525,4.07E+05,26.386,1.20E+05,15.585,70771,22.484,1.02E+05,
1,1,53,12476,2,252.1,352.84,37.756,78.402,9.78E+05,83.333,1.04E+06,21.134,2.64E+05,23.957,2.99E+05,28.152,3.51E+05,
1,1,54,1972,1,271.67,149.05,32.981,70.873,1.40E+05,86.466,1.71E+05,21.543,42482,20.655,40732,61.141,1.21E+05,
1,1,55,1882,2,225.94,373.04,31.744,60.776,1.14E+05,90.27,1.70E+05,21.591,40634,15.657,29466,26.376,49639,
1,1,56,2250,2,191.88,236.98,35.568,93.084,2.09E+05,97.901,2.20E+05,17.372,39088,18.848,42408,21.852,49166,
1,1,58,8546,2,272.96,309.11,36.492,69.662,5.95E+05,82.366,7.04E+05,22.402,1.91E+05,26.104,2.23E+05,23.258,1.99E+05,
1,1,59,5479,2,165.66,309.97,38.639,101.7,5.57E+05,98.379,5.39E+05,19.291,1.06E+05,15.853,86858,22.862,1.25E+05,
1,1,60,5773,2,184.58,357.61,36.521,91.928,5.31E+05,91.79,5.30E+05,21.734,1.25E+05,21.865,1.26E+05,24.496,1.41E+05,
1,1,61,2563,1,215.42,162.91,36.644,75.048,1.92E+05,94.998,2.43E+05,17.606,45123,12.731,32630,59.201,1.52E+05,
1,1,62,7694,2,286,234.13,39.584,99.145,7.63E+05,83.696,6.44E+05,24.507,1.89E+05,17.302,1.33E+05,21.617,1.66E+05,
1,1,63,1598,2,191.82,297.26,35.971,106.25,1.70E+05,91.324,1.46E+05,19.269,30792,23.215,37097,22.924,36633,
1,1,64,6311,1,275.11,161.59,39.769,71.001,4.48E+05,83.996,5.30E+05,19.415,1.23E+05,16.719,1.06E+05,52.091,3.29E+05,
1,1,65,4716,2,266.97,119.34,41.202,91.782,4.33E+05,89.324,4.21E+05,20.208,95303,12.324,58122,29.091,1.37E+05,
1,1,66,1681,2,303.79,153.31,39.835,145.37,2.44E+05,76.085,1.28E+05,16.851,28327,14.23,23920,22.336,37547,
1,1,67,5479,1,271.77,212.34,42.384,105.88,5.80E+05,82.909,4.54E+05,28.501,1.56E+05,14.089,77195,22.198,1.22E+05,
1,1,68,1820,2,201.23,336.71,40.571,102.47,1.87E+05,91.827,1.67E+05,19.897,36213,21.353,38863,23.555,42871,
1,1,69,5116,2,175.21,337.33,44.156,98.254,5.03E+05,98.961,5.06E+05,20.357,1.04E+05,15.368,78621,22.966,1.18E+05,
1,1,70,2178,2,270.8,260.81,43.108,91.753,2.00E+05,81.668,1.78E+05,18.011,39227,21.046,45839,22.155,48253,
1,1,71,3415,2,207.28,219.55,43.119,135.29,4.62E+05,98.478,3.36E+05,19.507,66615,14.524,49600,21.377,73004,
1,1,72,9069,2,193.64,184.69,45.424,77.154,7.00E+05,99.026,8.98E+05,17.981,1.63E+05,19.756,1.79E+05,46.393,4.21E+05,
1,1,73,1082,1,286.46,189.87,39.78,71.237,77078,77.257,83592,16.494,17846,12.017,13002,79.763,86304,
1,1,74,4493,2,212.4,245.06,45.731,79.925,3.59E+05,98.766,4.44E+05,20.151,90539,18.109,81365,28.244,1.27E+05,
1,1,75,3285,2,185.36,260.17,44.872,78.591,2.58E+05,98.524,3.24E+05,19.083,62688,26.012,85448,21.798,71608,
1,1,76,3526,2,265.98,309.73,46.033,73.379,2.59E+05,85.515,3.02E+05,21.423,75537,19.393,68380,23.56,83073,
1,1,77,5332,1,230.49,151.85,46.77,70.17,3.74E+05,94.209,5.02E+05,20.105,1.07E+05,17.741,94594,67.656,3.61E+05,
1,1,78,4083,2,305.08,195.2,46.797,100.34,4.10E+05,79.489,3.25E+05,19.664,80289,17.019,69489,22.483,91798,
1,1,79,5160,2,232.49,339.33,48.208,82.417,4.25E+05,89.219,4.60E+05,20.459,1.06E+05,19.062,98361,23.009,1.19E+05,
1,1,80,5265,2,196.31,279.85,45.902,89.319,4.70E+05,93.826,4.94E+05,17.94,94455,17.345,91321,21.6,1.14E+05,
