Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,9064,2,280.7,243.79,5.2844,100.84,9.14E+05,10.531,95456,36.503,3.31E+05,6.6903,60641,
1,1,2,10601,2,172.59,289.65,9.6281,108.84,1.15E+06,18.834,2.00E+05,43.597,4.62E+05,2.9339,31102,
1,1,3,15623,2,226.26,321.89,9.2283,85.918,1.34E+06,9.1626,1.43E+05,48.772,7.62E+05,6.7438,1.05E+05,
1,1,4,6508,1,208.36,278.44,11.046,104.09,6.77E+05,108.1,7.04E+05,20.268,1.32E+05,3.2147,20921,
1,1,5,11299,1,268.11,302.5,11.866,85.936,9.71E+05,139.16,1.57E+06,30.871,3.49E+05,3.8624,43641,
1,1,6,10455,2,188.78,179.72,12.716,105.31,1.10E+06,8.1273,84971,45.859,4.79E+05,2.6121,27310,
1,1,7,8840,1,175.5,235.4,12.184,87.793,7.76E+05,66.912,5.92E+05,62.686,5.54E+05,3.3468,29586,
1,1,8,6441,1,200.22,212.58,14.609,92.529,5.96E+05,79.824,5.14E+05,27.019,1.74E+05,3.0239,19477,
1,1,9,10237,1,236.25,195.24,15.641,92.23,9.44E+05,23.496,2.41E+05,104.19,1.07E+06,11.524,1.18E+05,
1,1,10,6049,1,266.08,244.17,12.844,94.434,5.71E+05,12.426,75166,83.547,5.05E+05,39.781,2.41E+05,
1,1,11,12085,2,343.87,236.79,15.193,89.301,1.08E+06,14.365,1.74E+05,49.913,6.03E+05,2.4464,29565,
1,1,12,12398,1,321.13,288,14.244,66.599,8.26E+05,135.47,1.68E+06,24.13,2.99E+05,4.634,57452,
1,1,13,11079,1,280.33,215.22,16.727,94.186,1.04E+06,112.07,1.24E+06,67.775,7.51E+05,5.4715,60619,
1,1,14,7742,2,308.6,333.04,15.313,106.29,8.23E+05,10.489,81206,25.894,2.00E+05,2.513,19456,
1,1,15,5699,1,142.35,241.45,16.314,89.821,5.12E+05,55.011,3.14E+05,86.699,4.94E+05,7.1888,40969,
1,1,16,8565,2,219.07,151.97,19.597,108.38,9.28E+05,9.9424,85157,45.499,3.90E+05,2.6413,22623,
1,1,17,10121,2,292.91,162.48,19.669,95.6,9.68E+05,10.893,1.10E+05,29.172,2.95E+05,2.4457,24753,
1,1,18,10299,2,113.18,226.76,18.659,102.49,1.06E+06,7.8065,80399,37.355,3.85E+05,2.31,23791,
1,1,19,10629,1,310.36,251.99,20.481,77.032,8.19E+05,69.636,7.40E+05,86.78,9.22E+05,3.7236,39578,
1,1,20,5037,1,144.23,305.1,19.195,85.586,4.31E+05,119.5,6.02E+05,48.564,2.45E+05,5.7864,29146,
1,1,21,8607,1,259.1,354.42,20.069,75.946,6.54E+05,80.292,6.91E+05,52.788,4.54E+05,3.4931,30065,
1,1,22,973,1,225.82,296.72,16.515,87.174,84820,15.641,15219,115.2,1.12E+05,36.098,35123,
1,1,23,5922,1,211.53,356.06,20.221,87.797,5.20E+05,86.507,5.12E+05,121.55,7.20E+05,8.6505,51228,
1,1,24,11875,1,245.75,243.26,20.579,87.212,1.04E+06,35.46,4.21E+05,88.179,1.05E+06,7.4281,88209,
1,1,25,5436,1,128.03,268.3,21.642,79.102,4.30E+05,85.865,4.67E+05,29.687,1.61E+05,3.4978,19014,
1,1,26,17098,1,284.24,309.62,23.552,85.152,1.46E+06,87.41,1.49E+06,43.781,7.49E+05,3.192,54576,
1,1,27,7439,1,178.18,252.45,21.984,94.022,6.99E+05,86.349,6.42E+05,22.38,1.66E+05,3.4729,25835,
1,1,28,5164,1,156.45,347.4,22.536,102.06,5.27E+05,111.59,5.76E+05,42.012,2.17E+05,2.1708,11210,
1,1,29,12018,2,292.62,375.81,24.487,90.776,1.09E+06,23.506,2.83E+05,51.001,6.13E+05,2.8833,34651,
1,1,30,5996,2,149.29,157.13,24.63,89.732,5.38E+05,8.0085,48019,44.225,2.65E+05,2.1014,12600,
1,1,31,9356,2,350.16,193.99,25.02,101.33,9.48E+05,16.711,1.56E+05,49.572,4.64E+05,2.3066,21581,
1,1,32,6795,1,193.42,321.25,25.723,81.712,5.55E+05,66.521,4.52E+05,33.608,2.28E+05,3.0774,20911,
1,1,33,3410,2,95.732,223.7,26.169,126.63,4.32E+05,7.2891,24856,52.738,1.80E+05,1.822,6213,
1,1,34,3195,1,218.68,288.79,25.356,87.982,2.81E+05,18.623,59501,94.083,3.01E+05,25.725,82190,
1,1,35,7164,1,330.62,313.92,27.111,79.585,5.70E+05,18.82,1.35E+05,135.4,9.70E+05,25.325,1.81E+05,
1,1,36,8721,1,179.73,376.64,28.319,80.984,7.06E+05,73.656,6.42E+05,20.686,1.80E+05,2.7857,24294,
1,1,37,10133,2,384.21,235.35,29.679,79.406,8.05E+05,78.789,7.98E+05,47.232,4.79E+05,2.1581,21868,
1,1,38,7410,1,139.82,296.1,27.452,81.007,6.00E+05,13.322,98718,60.625,4.49E+05,37.816,2.80E+05,
1,1,39,10938,2,383.25,306.08,29.332,77.767,8.51E+05,63.171,6.91E+05,52.457,5.74E+05,2.4833,27162,
1,1,40,11545,2,115.98,355.29,30.841,90.598,1.05E+06,56.833,6.56E+05,59.639,6.89E+05,2.1093,24352,
1,1,41,9563,2,85.806,273.39,30.223,103.34,9.88E+05,8.7728,83894,42.958,4.11E+05,2.4202,23144,
1,1,42,7839,1,218.61,365.64,28.197,87.984,6.90E+05,30.534,2.39E+05,88.171,6.91E+05,11.718,91855,
1,1,43,8516,2,339.33,207.45,30.687,77.848,6.63E+05,102.52,8.73E+05,40.55,3.45E+05,1.9522,16625,
1,1,44,13059,2,245.24,287.97,30.522,84.374,1.10E+06,48.868,6.38E+05,68.947,9.00E+05,6.7952,88739,
1,1,45,6966,1,111.51,319.24,31.021,75.59,5.27E+05,35.865,2.50E+05,77.795,5.42E+05,6.2186,43319,
1,1,46,8895,1,262.78,339.79,29.892,86.975,7.74E+05,36.208,3.22E+05,77.125,6.86E+05,7.9414,70639,
1,1,47,20872,2,152.24,244.55,30.508,57.049,1.19E+06,17.569,3.67E+05,43.612,9.10E+05,1.7713,36970,
1,1,48,7135,2,331.36,364.14,33.394,108.38,7.73E+05,9.5896,68422,25.05,1.79E+05,2.4547,17514,
1,1,49,5493,1,163.31,361.35,33.948,74.11,4.07E+05,91.774,5.04E+05,17.624,96808,2.4324,13361,
1,1,50,11865,2,64.869,231.45,37.235,78.885,9.36E+05,29.733,3.53E+05,35,4.15E+05,1.6586,19679,
1,1,51,10263,2,188.61,398.01,38.418,85.85,8.81E+05,30.861,3.17E+05,57.986,5.95E+05,2.1622,22191,
1,1,52,12507,2,184.56,333.57,37.635,78.293,9.79E+05,14.226,1.78E+05,53.676,6.71E+05,1.9903,24893,
