Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,727,2,302.42,118.68,2.5062,150.21,1.09E+05,18.972,13793,12.663,9206,6.0248,4380,
1,1,2,12252,2,361.51,173.51,5.9216,81.908,1.00E+06,22.232,2.72E+05,61.885,7.58E+05,2.6924,32987,
1,1,3,9977,2,139.7,312.25,9.686,79.626,7.94E+05,80.741,8.06E+05,67.546,6.74E+05,3.0931,30860,
1,1,4,9659,2,315.62,353.78,8.3559,71.698,6.93E+05,15.792,1.53E+05,32.508,3.14E+05,3.2258,31158,
1,1,5,10181,2,223.57,80.12,10.162,124.75,1.27E+06,13.445,1.37E+05,36.347,3.70E+05,2.3787,24218,
1,1,6,21756,1,332.25,123.11,14.309,108.51,2.36E+06,32.639,7.10E+05,52.639,1.15E+06,4.4837,97547,
1,1,7,7310,2,150.34,378.47,10.185,102.37,7.48E+05,106.97,7.82E+05,40.743,2.98E+05,4.5576,33316,
1,1,8,6469,2,259.45,410.63,11.659,104.84,6.78E+05,87.502,5.66E+05,63.928,4.14E+05,3.3991,21989,
1,1,9,6843,2,310.61,89.2,13.343,96.93,6.63E+05,27.034,1.85E+05,70.063,4.79E+05,3.636,24881,
1,1,10,10524,2,258.57,153.25,13.544,104.08,1.10E+06,18.702,1.97E+05,49.528,5.21E+05,2.8162,29638,
1,1,11,7062,2,135.08,205.62,12.834,158.69,1.12E+06,19.506,1.38E+05,48.178,3.40E+05,2.37,16737,
1,1,12,8003,2,203.96,339.23,13.441,102.72,8.22E+05,79.727,6.38E+05,41.685,3.34E+05,3.9194,31367,
1,1,13,8888,2,198.59,411.27,14.075,83.803,7.45E+05,32.709,2.91E+05,48.683,4.33E+05,3.9787,35363,
1,1,14,9456,2,400.41,222.39,15.054,83.227,7.87E+05,35.926,3.40E+05,79.995,7.56E+05,3.6633,34640,
1,1,15,10047,2,301.2,404.38,16.962,87.858,8.83E+05,59.054,5.93E+05,52.95,5.32E+05,4.0273,40462,
1,1,16,6490,2,382.11,149.19,16.373,95.926,6.23E+05,22.795,1.48E+05,73.704,4.78E+05,3.3233,21568,
1,1,17,7565,2,330.41,286.3,15.852,91.163,6.90E+05,58.175,4.40E+05,65.392,4.95E+05,3.1999,24207,
1,1,18,7540,2,103.33,332.12,16.813,103.62,7.81E+05,84.658,6.38E+05,69.236,5.22E+05,4.0828,30784,
1,1,19,9452,2,359.92,347.18,19.72,80.411,7.60E+05,53.77,5.08E+05,57.455,5.43E+05,4.0041,37847,
1,1,20,7784,2,151.24,111.68,18.893,106.27,8.27E+05,20.782,1.62E+05,77.03,6.00E+05,3.7348,29072,
1,1,22,12212,1,379.26,187.41,20.802,100.11,1.22E+06,40.881,4.99E+05,103.56,1.26E+06,6.8108,83173,
1,1,23,11274,2,253.48,312.35,23.937,68.057,7.67E+05,42.35,4.77E+05,59.986,6.76E+05,2.2906,25824,
1,1,24,15000,2,102.26,195.12,26.346,96.784,1.45E+06,62.192,9.33E+05,59.62,8.94E+05,4.7079,70619,
1,1,25,8604,2,87.676,259.13,24.744,88.463,7.61E+05,52.97,4.56E+05,58.902,5.07E+05,4.0923,35210,
1,1,26,9516,2,149.75,378.48,26.74,129.02,1.23E+06,24.911,2.37E+05,59.537,5.67E+05,2.9472,28046,
1,1,27,13804,2,239.97,224.63,27.299,58.969,8.14E+05,33.991,4.69E+05,41.645,5.75E+05,2.4707,34106,
1,1,28,10843,1,350.31,134.53,28.542,101.75,1.10E+06,71.872,7.79E+05,31.291,3.39E+05,4.0188,43576,
1,1,29,6120,1,308.39,144.04,30.739,92.373,5.65E+05,11.407,69813,91.989,5.63E+05,39.495,2.42E+05,
1,1,30,9726,2,266.96,77.778,31.589,108.02,1.05E+06,11.3,1.10E+05,59.744,5.81E+05,2.7169,26425,
1,1,31,7939,2,209.57,412.13,30.944,75.473,5.99E+05,84.298,6.69E+05,46.391,3.68E+05,3.3828,26856,
1,1,32,11507,2,401.71,244.35,33.773,94.651,1.09E+06,20.518,2.36E+05,63.123,7.26E+05,2.9989,34508,
1,1,33,6929,2,256.73,406.31,32.162,86.61,6.00E+05,58.564,4.06E+05,51.422,3.56E+05,3.1397,21755,
1,1,34,8393,1,359.36,200.21,33.676,110.35,9.26E+05,40.64,3.41E+05,28.384,2.38E+05,3.1196,26183,
1,1,35,9918,1,278.59,110,36.609,93.903,9.31E+05,63.917,6.34E+05,13.602,1.35E+05,3.7885,37574,
1,1,36,10620,1,375.78,165.02,37.471,87.949,9.34E+05,52.051,5.53E+05,52.118,5.53E+05,5.765,61224,
1,1,37,6125,1,310.13,202.47,36.493,106.57,6.53E+05,9.2429,56613,76.187,4.67E+05,31.98,1.96E+05,
1,1,38,9653,1,320.05,105.75,38.892,93.149,8.99E+05,26.589,2.57E+05,51.207,4.94E+05,3.4547,33348,
1,1,39,11010,2,162.03,143.07,39.507,118.42,1.30E+06,12.391,1.36E+05,38.435,4.23E+05,2.9671,32668,
