Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,15317,2,225.9,196.99,6.3243,73.002,1.12E+06,3.2241,49384,13.501,2.07E+05,1.036,15869,
1,1,2,10926,2,221.79,264.43,6.926,92.407,1.01E+06,5.8638,64068,14.49,1.58E+05,1.447,15810,
1,1,3,14753,2,300.08,269.77,8.0776,92.469,1.36E+06,6.5343,96401,17.72,2.61E+05,1.3947,20576,
1,1,4,8467,1,254.02,289.88,9.3554,82.225,6.96E+05,8.745,74044,25.143,2.13E+05,4.3662,36969,
1,1,5,10606,1,252.77,224.89,11.603,65.585,6.96E+05,10.366,1.10E+05,40.993,4.35E+05,3.195,33886,
1,1,6,6942,1,187.37,249.67,12.082,79.414,5.51E+05,27.51,1.91E+05,11.205,77783,1.4774,10256,
1,1,7,8786,2,294.86,327.42,13.493,82.281,7.23E+05,25.72,2.26E+05,31.21,2.74E+05,1.2719,11175,
1,1,8,16952,2,150.46,230.19,12.268,45.799,7.76E+05,5.7271,97086,14.239,2.41E+05,0.97222,16481,
1,1,9,8063,1,327.08,242.79,17.667,71.895,5.80E+05,8.5957,69307,44.097,3.56E+05,4.8729,39290,
1,1,10,9148,2,359.85,257.86,16.8,62.08,5.68E+05,21.924,2.01E+05,24.776,2.27E+05,1.1274,10313,
1,1,11,11397,1,199.02,304,16.674,82.882,9.45E+05,9.707,1.11E+05,47.973,5.47E+05,7.2152,82232,
1,1,12,9816,1,247.61,322.24,18.089,76.16,7.48E+05,23.214,2.28E+05,22.113,2.17E+05,2.4291,23844,
1,1,13,8380,2,241.04,139.71,19.435,56.36,4.72E+05,4.6615,39063,20.747,1.74E+05,0.80286,6728,
1,1,14,13550,1,335.64,195.84,20.107,50.014,6.78E+05,11.863,1.61E+05,38.556,5.22E+05,2.8772,38986,
1,1,15,7137,1,199.8,161.09,19.344,64.964,4.64E+05,26.994,1.93E+05,9.6235,68683,0.98851,7055,
1,1,16,6359,1,299.18,204.82,19.902,69.11,4.39E+05,17.437,1.11E+05,17.117,1.09E+05,1.0923,6946,
1,1,17,8632,1,189.6,211.48,21.141,61.841,5.34E+05,12.963,1.12E+05,27.403,2.37E+05,1.2822,11068,
1,1,18,1582,1,301.03,264.03,17.177,91.889,1.45E+05,18.636,29482,17.118,27080,1.2547,1985,
1,1,19,3609,1,321.46,301.81,19.243,139.66,5.04E+05,9.5209,34361,44.138,1.59E+05,5.2483,18941,
1,1,20,8239,1,282.17,158.29,21.372,48.096,3.96E+05,13.524,1.11E+05,29.555,2.44E+05,1.0979,9046,
1,1,21,9131,1,230.92,170.62,24.138,50.104,4.58E+05,20.492,1.87E+05,15.456,1.41E+05,0.94787,8655,
1,1,22,9271,1,269.3,195.56,24.046,53.071,4.92E+05,16.539,1.53E+05,11.196,1.04E+05,0.94456,8757,
1,1,23,9930,1,260.71,260.69,23.001,90.823,9.02E+05,3.3836,33599,26.747,2.66E+05,6.4492,64041,
1,1,24,10764,2,154.41,169.07,25.343,55.593,5.98E+05,5.821,62657,16.455,1.77E+05,0.8652,9313,
1,1,25,9677,1,211.19,255.96,24.529,93.227,9.02E+05,3.3895,32800,21.267,2.06E+05,3.6082,34917,
1,1,26,6782,1,231.79,203.88,25.474,67.69,4.59E+05,9.8117,66543,25.139,1.70E+05,1.0998,7459,
1,1,27,10572,1,273.24,326.32,26.233,79.235,8.38E+05,15.572,1.65E+05,21.401,2.26E+05,3.5625,37663,
1,1,28,9066,2,283.23,124.85,28.336,49.732,4.51E+05,6.6594,60374,17.239,1.56E+05,0.79693,7225,
1,1,29,8713,2,376.88,230.07,27.327,60.807,5.30E+05,8.9047,77587,25.296,2.20E+05,0.86847,7567,
1,1,30,8133,1,158.52,275.04,27.278,75.156,6.11E+05,24.056,1.96E+05,15.613,1.27E+05,1.4469,11768,
1,1,31,10327,1,222.76,316.53,26.63,74.179,7.66E+05,22.908,2.37E+05,24.387,2.52E+05,1.9876,20526,
1,1,32,7897,1,311.83,186.57,27.835,51.757,4.09E+05,13.414,1.06E+05,18.266,1.44E+05,1.0524,8311,
1,1,33,7883,1,346.86,278.91,27.721,60.69,4.78E+05,20.751,1.64E+05,15.851,1.25E+05,1.0871,8570,
1,1,34,16254,2,148.52,317.82,30.892,88.808,1.44E+06,8.6569,1.41E+05,18.332,2.98E+05,1.2741,20710,
1,1,35,12543,1,159.84,222.77,30.571,46.846,5.88E+05,13.543,1.70E+05,25.721,3.23E+05,1.1707,14684,
1,1,36,11871,2,195.67,360.92,29.601,114.05,1.35E+06,12.914,1.53E+05,25.599,3.04E+05,1.0983,13038,
1,1,37,18086,2,271.9,369.81,32.608,71.06,1.29E+06,12.142,2.20E+05,15.641,2.83E+05,1.2583,22758,
1,1,38,10698,2,199.94,123.4,30.849,50.381,5.39E+05,9.3435,99957,17.586,1.88E+05,0.77435,8284,
1,1,39,7076,2,125.47,243.1,29.011,88.807,6.28E+05,29.792,2.11E+05,16.044,1.14E+05,1.2747,9020,
1,1,40,4446,1,293.46,281.24,28.951,110.87,4.93E+05,7.7841,34608,35.666,1.59E+05,4.4055,19587,
1,1,41,12558,2,333.62,340.97,31.911,96.921,1.22E+06,9.6265,1.21E+05,28.204,3.54E+05,1.2252,15386,
1,1,42,10595,2,332.77,145.17,32.576,64.382,6.82E+05,9.5458,1.01E+05,16.643,1.76E+05,0.87768,9299,
1,1,43,10374,2,370.71,179.3,32.731,50.601,5.25E+05,18.952,1.97E+05,21.822,2.26E+05,0.78012,8093,
1,1,44,11379,2,115.49,203.12,36.238,67.225,7.65E+05,9.4012,1.07E+05,16.681,1.90E+05,1.0033,11417,
1,1,45,9535,2,118.34,272.58,36.024,75.303,7.18E+05,9.1413,87162,21.884,2.09E+05,1.1889,11336,
1,1,46,11940,2,376.12,303.58,36.083,62.301,7.44E+05,27.252,3.25E+05,28.298,3.38E+05,1.1121,13278,
1,1,47,9584,2,258.24,386.22,43.366,85.162,8.16E+05,16.204,1.55E+05,24.302,2.33E+05,1.1188,10723,
1,1,48,9137,2,133.76,328.47,46.94,82.553,7.54E+05,18.98,1.73E+05,23.578,2.15E+05,1.1839,10817,
1,1,49,12525,2,132.4,159.72,54.054,57.918,7.25E+05,6.9436,86969,19.983,2.50E+05,0.64471,8075,
1,1,50,9092,2,105.96,246.53,51.956,70.941,6.45E+05,8.2284,74813,21.99,2.00E+05,0.89991,8182,
1,1,51,14264,2,270.02,268.14,59.005,42.85,6.11E+05,23.036,3.29E+05,15.428,2.20E+05,0.59941,8550,
1,1,52,12078,2,386.29,250.07,56.731,53.414,6.45E+05,18.22,2.20E+05,14.202,1.72E+05,0.72131,8712,
1,1,53,33009,2,298.57,118.64,59.042,17.844,5.89E+05,5.7396,1.89E+05,8.1494,2.69E+05,0.31273,10323,
1,1,54,30554,2,200.86,182.77,58.699,35,1.07E+06,13.296,4.06E+05,10.809,3.30E+05,0.43998,13443,
1,1,55,12499,2,240.85,299.08,59.681,53.766,6.72E+05,10.372,1.30E+05,19.733,2.47E+05,0.69862,8732,
1,1,56,17005,2,363.99,182.26,59.036,41.479,7.05E+05,13.575,2.31E+05,11.689,1.99E+05,0.58789,9997,
1,1,57,14970,2,176.43,253.32,57.655,39.7,5.94E+05,20.867,3.12E+05,12.353,1.85E+05,0.5175,7747,
1,1,58,15637,2,220.9,368.2,56.621,44.648,6.98E+05,12.681,1.98E+05,15.733,2.46E+05,0.67545,10562,
1,1,59,18465,2,264.36,206.6,60.131,36.287,6.70E+05,15.029,2.78E+05,9.4893,1.75E+05,0.53837,9941,
1,1,60,10486,2,166.15,329.82,62.899,62.485,6.55E+05,7.1032,74484,16.688,1.75E+05,0.48941,5132,
1,1,61,19588,2,327.98,305.7,63.961,57.053,1.12E+06,15.796,3.09E+05,15.939,3.12E+05,0.62717,12285,
