Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,4811,2,249.03,265.19,4.0831,111.02,5.34E+05,7.7211,37146,32.841,1.58E+05,15.469,74422,
1,1,2,9137,2,202.26,225.34,4.3593,90.284,8.25E+05,7.2748,66470,38.952,3.56E+05,12.283,1.12E+05,
1,1,3,11986,2,280.47,209.28,8.7484,63.055,7.56E+05,5.4895,65797,30.756,3.69E+05,8.2586,98987,
1,1,4,5601,2,181.54,288.3,9.1475,143.22,8.02E+05,15.835,88690,89.518,5.01E+05,58.244,3.26E+05,
1,1,5,8251,2,272.07,300.29,10.211,147.8,1.22E+06,13.176,1.09E+05,51.165,4.22E+05,24.57,2.03E+05,
1,1,6,6219,2,233.95,305.12,7.8421,141.44,8.80E+05,9.3279,58010,72.872,4.53E+05,33.881,2.11E+05,
1,1,7,11934,2,212.77,171.7,8.7567,59.713,7.13E+05,4.4837,53509,31.36,3.74E+05,8.4235,1.01E+05,
1,1,8,4314,2,307.51,290.92,10.631,123.8,5.34E+05,8.233,35517,51.494,2.22E+05,13.602,58680,
1,1,9,8879,2,141.22,223.23,16.109,79.224,7.03E+05,8.333,73989,31.327,2.78E+05,12.573,1.12E+05,
1,1,10,3152,1,244.13,322.21,14.62,149.68,4.72E+05,29.132,91823,155.66,4.91E+05,161.2,5.08E+05,
1,1,11,3502,1,199.27,295.81,14.773,123.3,4.32E+05,21.695,75977,144.06,5.05E+05,156.94,5.50E+05,
1,1,12,11943,2,346.82,219.22,18.791,76.695,9.16E+05,9.6301,1.15E+05,36.108,4.31E+05,15.552,1.86E+05,
1,1,13,9103,2,187.39,356.23,18.139,143.89,1.31E+06,23.56,2.14E+05,48.341,4.40E+05,20.861,1.90E+05,
1,1,14,6871,2,144.31,281.34,18.716,121.71,8.36E+05,10.177,69924,42.214,2.90E+05,17.337,1.19E+05,
1,1,15,4939,1,206.01,330.53,17.757,135.5,6.69E+05,156.84,7.75E+05,17.288,85386,16.567,81823,
1,1,16,14138,2,288.18,350.62,19.244,131.14,1.85E+06,102.06,1.44E+06,54.148,7.66E+05,20.043,2.83E+05,
1,1,17,10616,1,242.78,364.27,20.056,148.53,1.58E+06,122.38,1.30E+06,20.319,2.16E+05,17.827,1.89E+05,
1,1,18,11998,2,297.63,139.11,23.28,68.411,8.21E+05,9.3906,1.13E+05,24.843,2.98E+05,7.8133,93744,
1,1,19,6394,2,341.99,315.37,23.231,98.269,6.28E+05,7.6099,48658,51.961,3.32E+05,15.911,1.02E+05,
1,1,20,8519,1,273.34,310.41,21.361,134.77,1.15E+06,67.045,5.71E+05,112.28,9.56E+05,17.252,1.47E+05,
1,1,21,4909,1,168.11,310.69,21.91,112.84,5.54E+05,24.893,1.22E+05,168.24,8.26E+05,209.33,1.03E+06,
