Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,2,9362,2,285.2,266.55,4.882,62.855,5.88E+05,11.572,1.08E+05,45.749,4.28E+05,2.644,24753,
1,1,3,9965,2,246.58,204.88,6.8036,49.509,4.93E+05,18.09,1.80E+05,52.466,5.23E+05,2.0214,20143,
1,1,4,9007,1,249.01,246.14,9.2592,50.975,4.59E+05,57.846,5.21E+05,40.973,3.69E+05,2.3685,21333,
1,1,5,9382,2,206.3,294.89,8.852,92.171,8.65E+05,7.4521,69916,25.695,2.41E+05,1.7769,16671,
1,1,6,8149,2,326.56,219.72,12.064,59.245,4.83E+05,13.377,1.09E+05,58.491,4.77E+05,2.2981,18727,
1,1,7,11790,2,159.16,186.96,12.558,46.083,5.43E+05,8.3383,98309,41.085,4.84E+05,2.8536,33644,
1,1,8,16167,2,136.2,254.31,13.41,35.511,5.74E+05,13.088,2.12E+05,24.155,3.91E+05,1.5778,25508,
1,1,9,6366,1,267.75,301.31,12.785,65.51,4.17E+05,39.054,2.49E+05,44.143,2.81E+05,2.5363,16146,
1,1,10,9147,1,282.08,232.26,16.623,59.781,5.47E+05,52.787,4.83E+05,47.708,4.36E+05,3.2989,30175,
1,1,11,7722,1,298.8,261.61,17.142,69.877,5.40E+05,43.895,3.39E+05,61.221,4.73E+05,2.9997,23164,
1,1,12,17881,2,218.15,132.11,21.42,45.798,8.19E+05,5.946,1.06E+05,20.162,3.61E+05,1.3965,24971,
1,1,13,7546,1,237.73,307.26,19.547,59.499,4.49E+05,52.433,3.96E+05,71.34,5.38E+05,5.1268,38687,
1,1,14,8980,1,233.14,348.65,19.077,62.64,5.63E+05,14.982,1.35E+05,56.383,5.06E+05,2.4965,22419,
1,1,15,10970,2,307.84,166.97,20.514,75.131,8.24E+05,8.9321,97985,39.358,4.32E+05,2.1626,23724,
1,1,16,8796,1,343.6,247.43,20.977,57.456,5.05E+05,35.92,3.16E+05,22.345,1.97E+05,2.5201,22167,
1,1,17,7070,1,292.2,321.18,19.181,62.315,4.41E+05,34.881,2.47E+05,74.352,5.26E+05,5.7489,40645,
1,1,18,8841,2,285.28,357.65,21.987,49.044,4.34E+05,16.68,1.47E+05,41.198,3.64E+05,3.1469,27822,
1,1,19,8210,1,330.03,302.77,21.91,55.355,4.54E+05,23.544,1.93E+05,51.299,4.21E+05,2.639,21666,
1,1,20,8223,2,365.38,286.49,25.36,50.499,4.15E+05,18.251,1.50E+05,39.654,3.26E+05,3.2824,26991,
1,1,21,9066,1,327.99,209.51,25.374,61.347,5.56E+05,98.464,8.93E+05,21.662,1.96E+05,2.5824,23412,
1,1,22,8134,1,281.17,284.81,27.79,63.527,5.17E+05,18.057,1.47E+05,85.483,6.95E+05,5.1324,41747,
1,1,23,8772,2,373.28,215.48,31.54,54.358,4.77E+05,6.6411,58256,45.728,4.01E+05,2.025,17763,
1,1,24,5949,1,303.6,248.78,30.721,60.904,3.62E+05,12.461,74130,108.01,6.43E+05,13.583,80805,
1,1,25,4909,1,271.46,320.73,31.073,74.482,3.66E+05,29.66,1.46E+05,53.142,2.61E+05,3.2483,15946,
1,1,26,8806,2,196.1,369.8,33.574,59.529,5.24E+05,10.25,90263,32.17,2.83E+05,2.3348,20560,
1,1,27,5509,1,309.05,335.85,32.804,67.669,3.73E+05,20.222,1.11E+05,45.855,2.53E+05,2.2218,12240,
1,1,28,11758,1,263.73,352.74,34.579,69.441,8.16E+05,9.1908,1.08E+05,67.682,7.96E+05,17.437,2.05E+05,
1,1,29,7874,1,335.91,254.31,34.641,59.705,4.70E+05,28.664,2.26E+05,37.628,2.96E+05,1.883,14827,
