Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,10948,2,230.45,231.77,4.844,73.334,8.03E+05,56.783,6.22E+05,80.857,8.85E+05,4.0572,44418,
1,1,2,10716,2,222,301.46,5.0094,86.564,9.28E+05,37.396,4.01E+05,60.013,6.43E+05,2.5814,27662,
1,1,3,11507,2,271.62,274.14,7.6744,65.136,7.50E+05,56.325,6.48E+05,62.526,7.19E+05,2.855,32852,
1,1,4,9115,2,224.86,160.51,7.4823,79.998,7.29E+05,36.031,3.28E+05,61.013,5.56E+05,2.8882,26326,
1,1,5,10170,2,149.38,207.45,9.729,66.28,6.74E+05,17.517,1.78E+05,56.988,5.80E+05,3.1075,31603,
1,1,6,12153,2,313.16,249.9,9.7508,69.492,8.45E+05,45.285,5.50E+05,55.049,6.69E+05,2.6619,32350,
1,1,7,7048,1,190.5,252.12,8.3046,67.816,4.78E+05,117.11,8.25E+05,78.883,5.56E+05,3.3601,23682,
1,1,9,6911,1,164.97,263.02,12.982,74.493,5.15E+05,79.233,5.48E+05,94.96,6.56E+05,3.3021,22821,
1,1,10,10929,2,142.74,300.96,11.876,60.605,6.62E+05,31.244,3.41E+05,57.242,6.26E+05,2.3241,25400,
1,1,11,6206,1,201.46,180.17,15.562,71.506,4.44E+05,68.789,4.27E+05,21.716,1.35E+05,2.1325,13234,
1,1,12,7189,2,177.94,156.98,17.032,70.316,5.06E+05,69.765,5.02E+05,101.07,7.27E+05,2.493,17922,
1,1,13,11856,2,319.8,190.35,17.276,66.975,7.94E+05,56.932,6.75E+05,92.604,1.10E+06,2.8983,34362,
1,1,14,6335,1,246.38,208.44,16.782,70.231,4.45E+05,96.504,6.11E+05,63.054,3.99E+05,2.7361,17333,
1,1,15,6520,1,189.88,222.4,16.694,71.758,4.68E+05,56.183,3.66E+05,101.18,6.60E+05,2.9032,18929,
1,1,16,5499,1,241.58,149.17,16.792,78.169,4.30E+05,124.58,6.85E+05,63.73,3.50E+05,2.7871,15326,
1,1,17,5295,1,233.18,235.72,15.821,86.89,4.60E+05,84.412,4.47E+05,64.252,3.40E+05,2.7048,14322,
1,1,18,7497,1,282.2,170.19,19.929,64.107,4.81E+05,101.03,7.57E+05,138.05,1.04E+06,3.9645,29722,
1,1,19,6780,1,123.38,215.25,19.388,71.022,4.82E+05,74.209,5.03E+05,112.65,7.64E+05,3.3407,22650,
1,1,20,11153,2,187.95,368.75,21.05,58.133,6.48E+05,55.291,6.17E+05,60.009,6.69E+05,2.1301,23757,
1,1,21,3970,2,99.371,253,22.636,116.09,4.61E+05,32.163,1.28E+05,45.719,1.82E+05,2.5003,9926,
1,1,22,9491,1,130.4,252.35,25.18,86.585,8.22E+05,87.808,8.33E+05,57.166,5.43E+05,4.9326,46815,
1,1,23,8864,1,150.83,218.06,25.016,82.421,7.31E+05,47.562,4.22E+05,45.155,4.00E+05,2.8773,25504,
1,1,24,7612,2,140.13,161.83,26.845,63.51,4.83E+05,122.78,9.35E+05,22.343,1.70E+05,2.3497,17886,
1,1,25,5728,1,244.47,169.31,26.701,77.585,4.44E+05,29.083,1.67E+05,82.42,4.72E+05,2.9501,16898,
1,1,26,8861,1,208.44,195.34,27.286,42.267,3.75E+05,46.979,4.16E+05,69.283,6.14E+05,3.5659,31597,
1,1,27,6774,1,211.93,147.74,27.52,68.824,4.66E+05,57.633,3.90E+05,75.766,5.13E+05,2.797,18947,
1,1,28,13427,2,99.27,291.49,29.945,73.997,9.94E+05,52.387,7.03E+05,65.606,8.81E+05,2.5223,33867,
1,1,29,7625,1,256.84,130.32,28.627,60.366,4.60E+05,96.512,7.36E+05,83.955,6.40E+05,2.4956,19029,
1,1,30,12141,2,320.33,374.41,30.457,42.053,5.11E+05,51.79,6.29E+05,58.653,7.12E+05,1.6011,19439,
1,1,31,12549,1,168.81,173.03,33.449,59.629,7.48E+05,30.214,3.79E+05,64.097,8.04E+05,3.673,46093,
1,1,32,5719,2,110.14,178.49,34.32,86.291,4.94E+05,29.443,1.68E+05,41.81,2.39E+05,2.3319,13336,
1,1,33,9743,2,300.48,136.59,35.688,66.165,6.45E+05,37.641,3.67E+05,56.162,5.47E+05,2.4473,23844,
1,1,34,7210,2,247.92,113.23,38.424,65.817,4.75E+05,41.761,3.01E+05,54.127,3.90E+05,1.9442,14018,
1,1,35,7783,2,153.02,128.05,39.125,70.081,5.45E+05,16.117,1.25E+05,49.951,3.89E+05,1.8461,14368,
1,1,36,10398,1,191.94,128.25,39.646,72.385,7.53E+05,37.477,3.90E+05,105.87,1.10E+06,2.6733,27797,
1,1,37,11223,1,141.64,228.88,39.432,61.267,6.88E+05,58.282,6.54E+05,19.549,2.19E+05,3.1801,35690,
1,1,38,4190,1,204.03,151.74,40.334,80.715,3.38E+05,29.842,1.25E+05,78.114,3.27E+05,2.5606,10729,
1,1,39,6341,1,135.34,184.47,42.313,64.268,4.08E+05,46.318,2.94E+05,115.66,7.33E+05,2.7732,17585,
1,1,40,7843,2,385.93,269.36,43.983,54.548,4.28E+05,53.831,4.22E+05,58.956,4.62E+05,1.8249,14313,
1,1,41,16319,2,268.4,399.7,48.503,54.279,8.86E+05,47.818,7.80E+05,36.332,5.93E+05,1.8062,29475,
1,1,42,9271,1,192.8,169.04,50.035,51.471,4.77E+05,41.827,3.88E+05,29.985,2.78E+05,2.9603,27445,
1,1,43,10472,2,379.12,224.25,51.247,60.388,6.32E+05,42.597,4.46E+05,46.833,4.90E+05,1.7571,18400,
1,1,44,9978,2,318.22,149.35,51.546,63.617,6.35E+05,45.193,4.51E+05,60.386,6.03E+05,1.9789,19745,
1,1,45,7033,1,231.89,145.32,51.947,48.943,3.44E+05,61.834,4.35E+05,46.496,3.27E+05,1.788,12575,
1,1,46,14068,1,110.61,207.39,52.884,56.651,7.97E+05,61.043,8.59E+05,67.834,9.54E+05,3.7223,52365,
1,1,47,7750,1,267.08,138.04,52.653,43.77,3.39E+05,75.528,5.85E+05,65.819,5.10E+05,1.709,13245,
