Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, 
1,1,1,11516,2,280.61,304.39,5.7356,98.897,1.14E+06,14.669,1.69E+05,52.441,6.04E+05,13.544,1.56E+05,
1,1,2,36458,2,320.29,242,11.937,33.377,1.22E+06,26.97,9.83E+05,20.43,7.45E+05,7.2751,2.65E+05,
1,1,3,8920,2,270.6,176.63,9.2581,106.43,9.49E+05,64.307,5.74E+05,45.515,4.06E+05,17.021,1.52E+05,
1,1,4,10652,2,360.13,283.3,10.767,101.03,1.08E+06,59.857,6.38E+05,48.346,5.15E+05,17.298,1.84E+05,
1,1,5,9242,2,331.45,183.49,11.478,100.01,9.24E+05,74.358,6.87E+05,34.86,3.22E+05,11.51,1.06E+05,
1,1,6,10753,2,199,255.35,12.082,93.97,1.01E+06,29.339,3.15E+05,53.321,5.73E+05,13.314,1.43E+05,
1,1,7,9315,2,213.49,313.09,14.422,90.558,8.44E+05,16.242,1.51E+05,48.441,4.51E+05,18.447,1.72E+05,
1,1,8,6596,1,259.57,335.59,14.386,91.819,6.06E+05,84.986,5.61E+05,59.079,3.90E+05,15.519,1.02E+05,
1,1,9,14399,2,233.84,162.31,20.379,76.368,1.10E+06,35.502,5.11E+05,39.894,5.74E+05,11.497,1.66E+05,
1,1,10,12638,2,374.15,324.8,17.913,87.11,1.10E+06,12.295,1.55E+05,53.241,6.73E+05,16.34,2.07E+05,
1,1,11,6088,1,303.6,336.03,16.214,99.386,6.05E+05,143.61,8.74E+05,65.791,4.01E+05,16.68,1.02E+05,
1,1,12,9104,2,308.66,372.11,17.562,96.085,8.75E+05,18.332,1.67E+05,68.924,6.27E+05,13.247,1.21E+05,
1,1,13,6497,2,241.83,368.1,21.512,88.684,5.76E+05,10.28,66790,72.121,4.69E+05,13.436,87293,
1,1,14,8387,2,299.15,151.25,23.497,72.908,6.11E+05,35.36,2.97E+05,59.941,5.03E+05,12.144,1.02E+05,
1,1,15,6236,2,395.27,261.15,23.049,84.285,5.26E+05,7.348,45822,77.236,4.82E+05,10.956,68324,
1,1,16,9196,1,337.72,348.25,22.977,98.829,9.09E+05,50.279,4.62E+05,95.972,8.83E+05,33.556,3.09E+05,
1,1,17,8667,1,351.42,309.04,25.359,89.581,7.76E+05,39.746,3.44E+05,101.9,8.83E+05,21.44,1.86E+05,
1,1,18,8740,1,278.48,359.94,25.595,90.731,7.93E+05,45.637,3.99E+05,142.43,1.24E+06,22.644,1.98E+05,
1,1,19,10281,2,173.32,243.11,27.873,95.958,9.87E+05,48.129,4.95E+05,33.626,3.46E+05,13.851,1.42E+05,
